"","name","date","comment","score"
"126","???????","2021년 3월 5일"," 푸시알림이 안와요 삭제 후 재설치 해도 안와요 돌겠어요",1
"127","김현기","2021년 3월 5일"," 지금 사용이 안되네요~ 왜?안돼나요?이체해야하는데 ㅜㅜ",3
"128","윤식쿤","2021년 3월 5일"," 조아요",5
"129","브료니","2021년 3월 5일"," 생각보다 편하네요.타 메이져 은행 그 이상.",5
"130","임득수","2021년 3월 5일"," 아주 좋습니다^^ IBK기업은행 마음에 들어요^^",5
"131","이성준","2021년 3월 5일"," 빠르고,편하네요.",5
"132","얄루랄라","2021년 3월 5일"," 퇴직금 통장 만들려고 어플 살치했는데 왜 들어가자마자 입출금 통장 만들라고 나오는건가요? 추천 지점, 은행원 칸은 왜 있는거구요? 얼굴 대면도 못해봤는데 추천이 필수라는게 잘 이해가 안가고 입출금 통장도 전혀 필요없는데 안만들면 그 다음 화면으로 넘어갈 일이 절대 없어보여 만들고 나니까 오류먹고 어플 종료되고 다시 들어가니까 또 통장 만들라고 첫 화면 나오고...ㅠㅠㅠ 대체 어떻게 하라는 건가요? 퇴직연금 통장은 꼭 입출금 통장을 만들어야만 진행 가능한가요? 그렇다면 입출금 만들었으니까 그 다음으로 넘어가야만 하는게 맞는거 아닌가요...전체 리뷰퇴직금 통장 만들려고 어플 살치했는데 왜 들어가자마자 입출금 통장 만들라고 나오는건가요? 추천 지점, 은행원 칸은 왜 있는거구요? 얼굴 대면도 못해봤는데 추천이 필수라는게 잘 이해가 안가고 입출금 통장도 전혀 필요없는데 안만들면 그 다음 화면으로 넘어갈 일이 절대 없어보여 만들고 나니까 오류먹고 어플 종료되고 다시 들어가니까 또 통장 만들라고 첫 화면 나오고...ㅠㅠㅠ 대체 어떻게 하라는 건가요? 퇴직연금 통장은 꼭 입출금 통장을 만들어야만 진행 가능한가요? 그렇다면 입출금 만들었으니까 그 다음으로 넘어가야만 하는게 맞는거 아닌가요? 왜 로그인조차 못하는지...ㅠㅠ이러면 어플을 왜 깔았겠어요...은행 갈 시간이 없어서 만든건데...ㅠㅠ 빠른 답변 부탁드립니다.",1
"133","유왓","2021년 3월 5일"," 다른 은행 어플들에 비해 훨 좋음",5
"134","JunYeong KIM","2021년 3월 5일"," 완전편하게 잘되어있네요!!",5
"135","방재현","2021년 3월 5일"," 편해요..",5
"136","Hj kk","2021년 3월 5일"," 편합니다~~~~",5
"137","김태훈","2021년 3월 5일"," 진짜 며칠전부터 로그인도 안되서 아무 업무도 못보고 지웠다 설치해도 업데이트 해도 안되는데 미치겠네요",1
"138","y7605","2021년 3월 4일"," 요즘 뱅킹 수수료 없어서 넘 좋아요 그리고 atm기 수수료 없는것도 좋구요 <U+0001F44D>",5
"139","문인성","2021년 3월 4일"," 굿",5
"140","ㅁㅁㅁ","2021년 3월 4일"," 편리함편",4
"141","김송이","2021년 3월 4일"," 좋아요",5
"142","심명품","2021년 3월 4일"," 안녕 하세요 ㅋㅋ 6623355",5
"143","이우진","2021년 3월 4일"," 사용이 간편",5
"144","최석만","2021년 3월 4일"," 아주 편리 합니다",5
"145","정태현","2021년 3월 4일"," 쉽고 편해서 좋네요^^",5
"146","강송원","2021년 3월 4일"," 카드실적충족현황에서 카드순서 바꿀수없나요? 안쓰는카드가 1번이라 불편해요",5
"147","장진희","2021년 3월 3일"," 앱이 곧 깔린다는데 1시간째 안깔려있는데 언제 앱이 깔린다는건지......ㅠㅠ",1
"148","서경원","2021년 3월 3일"," 나쁘지 않은듯?",5
"149","여자고마녀","2021년 3월 3일"," 편하네요",5
"150","장이","2021년 3월 3일"," 몇일동안 먹통인 은행어플은 처음입니다 제대로 된 공지도 없고 관리도 못하고 최악이네여 기업은행 다신 사용 안할랍니다",1
"151","이슬아","2021년 3월 3일"," 로그인 로딩 너무길어요 오류도 자주나구요",1
"152","jaewook oh","2021년 3월 3일"," 사용하기 최적화되어 편리합니다^^",5
"153","이명운","2021년 3월 3일"," 좋아요",5
"154","Garen G","2021년 3월 3일"," 간편하고 쓰기좋습니다 개인적으로 만족합니다",5
"155","정도현","2021년 3월 3일"," 잘 봐 주세용",5
"156","최열의","2021년 3월 3일"," 사용하기 아주 간편하고 좋습니다!",5
"157","박명희","2021년 3월 3일"," 편리하고 좋아요",5
"158","HOJIN CHO","2021년 3월 2일"," 앱누르면 네트워크가 잘 터지는 환경임에도 네트워크가 불안정하다고 안들어가지고 들어가지면 흰화면에서 넘어가지지가 않습니다... 이거왜이러죠",1
"159","안준","2021년 3월 2일"," 편해요",4
"160","정현주","2021년 3월 2일"," 좋아요",5
"161","JungHwan Lee","2021년 3월 2일"," 송금 편하고 좋습니다~^^",4
"162","임세한","2021년 3월 2일"," 굿",5
"163","신민석","2021년 3월 2일"," 인증하느라 1시간 걸렷다 이런 똥같은 프로그램이 대한민국 대상이라니",1
"164","대한민국","2021년 3월 2일"," 최고",5
"165","cheol ju yu","2021년 3월 2일"," 아주 편해요~~",5
"166","이장군","2021년 3월 2일"," 업데이트 후 사용하기 편해짐",4
"167","심초","2021년 3월 2일"," 아주 유용합니다 최고에요",5
"168","Google 사용자","2021년 3월 2일"," 항상 잘 쓰고 있습니다^^",5
"169","두루미","2021년 3월 1일"," 너무좋아요 최고 최고~^^",5
"170","박블루스카이","2021년 3월 1일"," 정말 편리해요",5
"171","민아름답다","2021년 3월 1일"," 굿",5
"172","한우리","2021년 3월 1일"," 다 좋아요",5
"173","김선","2021년 3월 1일"," 간단해서 좋아요 ~^",5
"174","신현식","2021년 3월 1일"," 너무 편해요",4
"175","이송이","2021년 2월 28일"," 왜 안뜸...?",1
"176","이정이","2021년 2월 28일"," 편리해요 좋아요",5
"177","김수빈","2021년 2월 27일"," 사용하기 많이 편해짐",5
"178","윤백렬","2021년 2월 27일"," 굿",4
"179","오정국","2021년 2월 27일"," 간편합니다",5
"180","서울여자","2021년 2월 27일"," 타은행수수료도없고,이체나조회가간편합니다",5
"181","맹공","2021년 2월 27일"," 편해서 좋아요",4
"182","김선옥","2021년 2월 27일"," 편해요",4
"183","김길수","2021년 2월 27일"," 편리하네요",5
"184","백이라니","2021년 2월 27일"," 좋음..",5
"185","게임개발","2021년 2월 26일"," 심플하고 쓰기 편해요",5
"186","향기로운매화꽃엄","2021년 2월 26일"," 마음전달까지 할수 있어서 넘 좋아요",5
"187","Ha Juho","2021년 2월 26일"," 으흠~ IBK살아있네!!",4
"188","박종대","2021년 2월 26일"," 언제까지 검색이 안되는 겁니까.",1
"189","이창협","2021년 2월 26일"," 좋아요",5
"190","seunghun shin","2021년 2월 26일"," 비번설정이 거지같은거빼곤괜찮아요",5
"191","Flower댄스","2021년 2월 26일"," 아쥬조스비니다",5
"192","기성김","2021년 2월 26일"," 몇번이나 시도해듀 왜 자꾸 인터넷 연결 실패만 뜨는지 이해가 안되네여",1
"193","SH Park","2021년 2월 26일"," 굿",5
"194","-큰킹","2021년 2월 26일"," 편리합니다.",5
"195","김미정","2021년 2월 26일"," Good",5
"196","박짱TV [REYER]","2021년 2월 26일"," 좋아요",5
"197","장선규","2021년 2월 26일"," 좋아요",5
"198","김미영","2021년 2월 26일"," 간편한게 최고",5
"199","Soo-Geun Kim","2021년 2월 26일"," 알아가는 중 나쁘지 않네요",4
"200","이명주","2021년 2월 26일"," 너무편해요",5
"201","corn pop","2021년 2월 26일"," 다시 사용해보려고 설치중 이지만 예전에 사용했던 경험으로 봤을 때 만족",4
"202","오로라","2021년 2월 26일"," 편리하고 좋아요^^",4
"203","Ocean Blue","2021년 2월 26일"," 편리해요~^^",5
"204","기원엄","2021년 2월 26일"," 머이리 로그인이 느리나...답답하네",1
"205","Jun Tae Kim","2021년 2월 26일"," 굿",5
"206","카트라이더나린빌런","2021년 2월 25일"," 퇴직연금이 제대로 반영 안되는거 같습니다",3
"207","김인권","2021년 2월 25일"," 간단하고 빠르니좋군요~!",5
"208","엄성원","2021년 2월 25일"," 굳",5
"209","자쿠자","2021년 2월 25일"," 오류코드 ECBKEBK00482 이게 뭔가요??본인인증안됨. 일지정지되어 거래가중단 됨이라 계속뜸. 앱 재설치하고,폰 재부팅해도 안됨. 진짜 최악임. 급해죽겠구만...진짜 몇번을 해봐도 안됨. 해결방법 알려주세요",1
"210","박상우","2021년 2월 25일"," 나만 토스랑 연동못하고있는거?",1
"211","도학윤","2021년 2월 25일"," 이체 비밀번호를 까먹었는데 본인인증을 통해바꿀수 있다고 하더라구요 본인인증을 어디서 할 수 있는건가요?",5
"212","여인의향기","2021년 2월 25일"," 생각한거보다 편하고 좋아요",5
"213","KKbo Zo","2021년 2월 25일"," ㅇㅏ니왜 먹통이야",1
"214","이주석","2021년 2월 25일"," 굿",5
"215","앵무꽃","2021년 2월 25일"," 사용하기 간편함",5
"216","초아열렬팬 1인자","2021년 2월 25일"," 사용하기 편리했습니다 좋아요 ^^",5
"217","윤여일","2021년 2월 25일"," 빠르고 편리해서 Good",5
"218","주성진","2021년 2월 25일"," 편하고 좋아요",5
"219","youngdai kim","2021년 2월 25일"," 편리하고 너무 좋아요.",5
"220","An Hong","2021년 2월 25일"," 만족",5
"221","김대성","2021년 2월 25일"," 편하고 좋아요~",5
"222","이준호","2021년 2월 25일"," 사용하기 넘 편해요",5
"223","감성히밥","2021년 2월 24일"," 진심 너무 불편함 폰바꿀때마다 타은행 계좌로 확인하는건 어떤 정병자가 낸 아이디어임? 진심 노답 별하나도 아까움",1
"224","김우준","2021년 2월 24일"," 사용이 편하네요",5
"225","파파스머프","2021년 2월 24일"," 다른은행계좌를갖고계세요 팝업은 이체할때마다뜨고 일주일 안보기말고 아얘안보고싶은데 연동안할껀데 왜자꾸뜨는지 짜증짜증 광고하는걸 내가 왜봐야하고하기싫은데 아얘안뜨게하는기능도없고 뭡니까",1
"226","짭짤이토마토","2021년 2월 24일"," 고마워요",5
"227","최지선","2021년 2월 24일"," 편하고 좋아여~~",5
"228","김동영","2021년 2월 24일"," 편리하고 좋아요.",5
"229","Younha Chong","2021년 2월 24일"," 편리하고 안전해요.",5
"230","Dayul Hwang","2021년 2월 23일"," 좋아요",5
"231","정지한","2021년 2월 23일"," 로그인을 하려고 휴대폰인증을하였으나 단기다수계좌번호라고 로그인이 안됨.",1
"232","이미영","2021년 2월 23일"," 편리합니다^^ 추천합니다",5
"233","이상인","2021년 2월 23일"," 집 앞에 ibk은행 있어서 나라사랑카드 여기로 만들었는데 앱이 븅~~신같네 국민은행으로 만들걸 그랬네 카드 만료되면 여기 은행 다시는 쓸 일 없을 듯",1
"234","rois d","2021년 2월 23일"," 로그인이 안되요. 다수계좌가 개설되었다고 로그인이 안되는 경우는 뭐죠? 계좌개설이 아니라 로그인을 하고 싶은건데",1
"235","이재헌","2021년 2월 23일"," 장병 내일 적금 중도해지할때 지점 방문 안하고도 할 수 있나요?",4
"236","GD G","2021년 2월 23일"," 잘 쓰고 있어요 그런데 최근에 os업데이트를 하고 나니 화면 안 나오네요... 왜 그럴까요??",5
"237","김해곤","2021년 2월 23일"," 아주좋아요 간단하고",5
"238","김재훈","2021년 2월 23일"," 좋아요",5
"239","In sam","2021년 2월 23일"," 여태껏 써본 은행 어플중에 최고다... 기업은행으로 주 계좌 바꾸고 싶을정도. 하나은행은 제발 본받아라.",5
"240","MrJyh371","2021년 2월 22일"," 보험내역 볼수있는거 대박<U+0001F44D><U+0001F44D>",5
"241","이석현","2021년 2월 22일"," 편하고 좋아요",5
"242","yoom dev","2021년 2월 22일"," 입출금계좌는 없고 신용카드만 있는 고객입니다. 앱깔고 본인인증 하면 IAP009 오류가 뜹니다. 저는 IBK 기업은행에서 입출금 계좌를 개설할 마음이 전혀 없고, 신용카드 내역만 조회를 하려고 하는데 웬 김칫국을 쳐마시고 있는지 모르겠습니다. 다른건 필요없고 신용카드 사용내역 및 한도조절 할 수 있는 모바일 앱이 필요합니다. 너무 짜증 나네요. 고객센터로 연락달라는 답변 말고 빠른 안내 부탁드립니다.",1
"243","은기영","2021년 2월 22일"," 사용이 간편하고 좋아요",5
"244","남기영","2021년 2월 22일"," 처음 써봤는데 좋네요",5
"245","김홍철","2021년 2월 22일"," 본인 인증방법이 너무 번거롭고 복잡하긴하지만..그만큼 보안이 철저함을 재인식하는 좋은 경험을 얻었습니다.",5
"246","chaeyoung Lee","2021년 2월 22일"," 첫화면 로그인부터 본인인증 핸드폰문자 전송오류 떠서 아무것도 못함 다른 기업어플도 죄다 오류나고 이딴걸 쓰라고 만드는지 모르겠음",1
"247","정영철","2021년 2월 22일"," 좋아요",5
"248","엠돌잉","2021년 2월 21일"," 3일째 안들어가지고 하얀색화면만 떠요..",1
"249","tae jin kwon","2021년 2월 21일"," 편리해요 ....",5
"250","김성철","2021년 2월 21일"," 좋아요",4
"251","이진우","2021년 2월 21일"," 전 설연휴때도 오류뜨더니 어제밤부터 오늘도 뱅킹접속이안되네요",1
"252","고민수","2021년 2월 21일"," 자주 로그인 오류와 렉이 너무 심합니다",1
"253","병민은수","2021년 2월 21일"," 기업은행쵝오",5
"254","김경섭","2021년 2월 20일"," 만족합니다 간단해서 좋네요ㅎ",5
"255","박강연","2021년 2월 20일"," 조아용",5
"256","정태성","2021년 2월 20일"," 좋네요",5
"257","B B","2021년 2월 20일"," 굿굿 좋아용 기업은행^-^",5
"258","한우진","2021년 2월 20일"," 조은은행ㅎ",5
"259","LJG L","2021년 2월 20일"," 계속사용잘해오던 앱인데 갑자기 접속이안되서...삭제하고 다시 설치하려는데 설치도되지않네여",1
"260","A J","2021년 2월 20일"," 좋습니다",5
"261","박상욱","2021년 2월 20일"," 최고에요",5
"262","오태호","2021년 2월 20일"," 드럽게 해결하는거늦네",1
"263","신승미","2021년 2월 19일"," 깔끔한디자인좋으네요^^",5
"264","트로피칼망고","2021년 2월 19일"," 오류 왜때문에....오류때문에 입금 못했어요....책임져...ㅠ",1
"265","안궁금해","2021년 2월 19일"," 늘 안심하고 손안에서 편하게 쓸수있어서 좋아요.",5
"266","GO give슈퍼리치","2021년 2월 19일"," 따봉이예요",4
"267","오치헌","2021년 2월 19일"," 계좌개설하는마지막창에서 오류나더니 계좌개설됐다고 문자까지왔는데 앱들어가면 로그인안되고 처음부터 가입하라는 창만계속뜸 앱관리를어떻게하는지 어플하나관리안해서 기업은행쓰려고했던 고객도 타은행사쓰게만드는 대단함",1
"268","소현우","2021년 2월 19일"," 18일부터 로그인이 안됩니다. 이체를 못하고 있어요. 수정바랍니다",1
"269","이슬","2021년 2월 19일"," 서비스 연결이 원할하지 않다고 어플 들어가지지도 않고 오류코드 PC1000 뜨는데 왜 이러는거죠 지웟다 다시 깔아도 이러는데",1
"270","김종철","2021년 2월 19일"," 굿",5
"271","박종화","2021년 2월 18일"," 빠른이체넘좋아요",5
"272","박정규","2021년 2월 18일"," 좋아요",5
