"","name","date","comment","score"
"8159","ÀÌÇöÁÖ","2019³â 1¿ù 22ÀÏ"," ¾÷µ¥ÀÌÆ® ÀÌÈÄ¿¡ ¾ÛÀÌ ¿­¸®Áö ¾Ê¾Æ¿ä. ÆÐÅÏÀ» ±×À» ¼ö Á¶Â÷ ¾ø½À´Ï´Ù. ¼ÓÈ÷ °³¼±ÇØÁÖ¼¼¿ä.",3
"8160","MS M","2019³â 1¿ù 22ÀÏ"," ±»",5
"8161","SJ PARK","2019³â 1¿ù 22ÀÏ"," good",5
"8162","Google »ç¿ëÀÚ","2019³â 1¿ù 22ÀÏ"," ÃÖ°í¿¡¿ä",5
"8163","±èÁ¤¿Ï","2019³â 1¿ù 22ÀÏ"," °£´ÜÇÑÀÌÃ¼ ÆíÇÏ°í ÁÁ¾Æ¿ë",5
"8164","¾Ó¿ëÀç¶ìv","2019³â 1¿ù 21ÀÏ"," Á÷°üÀûÀÎ ÀÎÅÍÆäÀÌ½º ´ö¿¡ ºÎ¸ð´Ôµµ ½±°Ô ½á¿ä",5
"8165","Jay Jeong","2019³â 1¿ù 21ÀÏ"," ÆíÇÏ°í ÁÁ¾Æ¿ä!",5
"8166","¸¶´Ù¸¶´Ù°£Ã÷¿À","2019³â 1¿ù 21ÀÏ"," ±Â",5
"8167","Google »ç¿ëÀÚ","2019³â 1¿ù 21ÀÏ"," ±Â~~~~~¾Û",5
"8168","±èÁøÈ¯","2019³â 1¿ù 21ÀÏ"," Á÷°üÀûÀÌ°í ½ÉÇÃÇÏ´Ù.",5
"8169","ChaeHoon Sohn","2019³â 1¿ù 21ÀÏ"," ´ëÃâµµ ½±°í ÀÌÀÚµµ ½Î°í ´ëÇÑ¹Î±¹ ÃÖ°í ¹ðÅ· ^^",5
"8170","´«±¸¸§","2019³â 1¿ù 21ÀÏ"," Ä«µå ³Ñ³ª ¿¹»Û°Í....",5
"8171","°­¹ÌÀÚ","2019³â 1¿ù 21ÀÏ"," ÁÁ¾Æ¿ä~~¢½",5
"8172","D.H Mr","2019³â 1¿ù 21ÀÏ"," ±× ¿¾³¯ ÀºÇàÀÌ ÀÌÃ³·³½¬¿üÀ¸¸é!!´õ ÀÏÂï³ª¿ÔÀ¸¸é!!",5
"8173","±è¼±È£","2019³â 1¿ù 21ÀÏ"," »ç¿ëÇÏ±â ³Ê¹« °£ÆíÇØ¿ä",5
"8174","VOLVO JET-","2019³â 1¿ù 21ÀÏ"," À½ °øÀÎÀÎÁõ¼­ ¾øÀÌ °èÁÂ °³¼³ÀÌ °¡´ÉÇÏ´ÙÁö¸¸ ¿ÀÈ÷·Á ±×°ÍÀÌ ¾ÈÁÁÀºÁ¡ÀÌ µÉ¼öÀÖ½À´Ï´Ù ÀÌ ¾ÛÀº º»ÀÎ¸íÀÇÀÇ ÈÞ´ëÆùÀÌ ¾ø´Ù¸é °èÁÂ °³¼³ÀÌ ""ºÒ°¡´É"" ÇÕ´Ï´Ù ÀÌ °æ¿ì ÈÞ´ëÆù ÀÎÁõ°ú ´õºÒ¾î °øÀÎÀÎÁõ¼­¸¦ ""ÇÊ¼ö""°¡ ¾Æ´Ñ ""¼±ÅÃ""À¸·Î Ãß°¡ÇÑ´Ù¸é ¸Å¿ì ÁÁÀº ¾ÛÀÌ µÉ¼öÀÖÀ»²¨¶ó »ý°¢µË´Ï´Ù.",4
"8175","¹Úµ¿½Ä","2019³â 1¿ù 21ÀÏ"," ½º¸¶Æ® otp µÇ°ÔÇØ ÁÖ¼¼¿ä ÀÎÅÍ³ÝÀºÇàÀÎµ¥ ½º¸¶Æ®otp°¡ ¾ÈµÇ´Â°Ô ¿ô±â´ÂÀÏ ¾Æ´Ñ°¡¿ä?",3
"8176","ÇÏºó","2019³â 1¿ù 21ÀÏ"," ÇÏ ÇÚµåÆù º»ÀÎ¸íÀÇ°¡ ¾Æ´Ñ»ç¶÷µéÀº ¾î¶»°Ô ¾²¶ó´Â°ÅÁÒ? Àû¾îµµ ¾ÆÀÌÇÉ ÀÎÁõ°°Àº°Å¶óµµ ÇØ³õÀ¸¼Ì¾î¾ßÁÒ ÀÌ·± »ç¼ÒÇÑ °Í ¶§¹®¿¡ ÀÔ±ÝÇÏ·Á¸é ¸Ç³¯ ÀºÇàÀ»°¡´Â ºÒÆíÇÔÀ» °¨¼öÇØ¾ßÇÏ³×¿ä ÇÇµå ºÎÅ¹µå·Á¿ä",1
"8177","Double J Lim","2019³â 1¿ù 21ÀÏ"," ±²ÀåÈ÷ ÆíÇÑµ¥ ¶Ç ±²ÀåÈ÷ Æó¼âÀûÀÎ ¾Û. ¹ðÅ©»ø·¯µå³ª ³×ÀÌ¹öÆäÀÌµî¿¡´Â ÇùÁ¶°¡ ´À·Á¼­ °á±¹ Ä«¹ð°í°´ÀÌ ºÒÆíÇÔÀ» °¨¼öÇØ¾ßÇÏ´Â±¸Á¶..",3
"8178","Á¤Á¶ÁØ","2019³â 1¿ù 21ÀÏ"," ÃÖ°í¿¡¿ä!",5
"8179","¹ÚÇö¼º","2019³â 1¿ù 21ÀÏ"," »ç¿ëÇÏ±âµµ °£ÆíÇÏ°í ¼Û±ÝÇÒ¶§µµ ÁÁ½À´Ï´Ù ´Ù¸¸ ºÎÁ·ÇÑÁ¡À» ²ÅÀÚ¸é ´Ù¸¥ ±ÝÀ¶°ü·Ã ¾Û°ú Á¦ÈÞ¸¦ ¸ÎÁö¾Ê¾Æ¼­ °ü¸®ÇÒ¶§ ºÒÆíÇÕ´Ï´Ù »¡¸® °³¼±ÇØÁÖ¼ÌÀ¸¸é ÇÕ´Ï´Ù",4
"8180","JHs","2019³â 1¿ù 21ÀÏ"," ·¹³ë¹ö z5±âÁ¾¿¡¼­ v3ÀÎÅÍÆäÀÌ½º ¿À·ù¶ó°í ³ª¿À´Âµ¥ ÇØ°á¹æ¹ýÀÌ ¾øÀ»±î¿ä¤Ì¤Ì?. .",3
"8181","°­Çà°ü","2019³â 1¿ù 21ÀÏ"," Âü ¹¹ °°Àº¾îÇÃÀÔ´Ï´Ù »ç¿ëÇÏÁö¸¶¼¼¿ä. ÇÚµåÆù °íÀå³ª°í ´Ù¸¥ ÇÚµåÆù¿¡¼­ ÃÔ¿µÀÌÀß ¾ÈµÇ´Ï º»ÀÎÀÌ¾îµµ º»ÀÎÀÌ ¾µ¼ö¾ø´Â ¾îÇÃ ¹«¿ëÁö¹° ¾îÇÃÀÔ´Ï´Ù °Á ´Ù¸¥ ÀºÇàµéµµ ¿ä»õ ¼ö¼ö·á ¹«·á ¸¹ÀÌÇÏ´Âµ¥ µýµ¥¾²·Æ´Ï´Ù ½ºÆ®·¹½º¸¸ ¹Þ°Ô¸¸µå³×¿ä",1
"8182","Google »ç¿ëÀÚ","2019³â 1¿ù 21ÀÏ"," ³Ø5x¿¡¼­´Â ¾ÆÁÖ ¸¸Á·½º·´´Ù..È«¹Ì³ëÆ®5µµ ¸¸Á·½º·´´Ù.",5
"8183","¹ÚÁ¤È£","2019³â 1¿ù 20ÀÏ"," ÁÁ¾Æ¿ä",4
"8184","lovely animals","2019³â 1¿ù 20ÀÏ"," ÃÖ°í",5
"8185","Â÷»óÁØ","2019³â 1¿ù 20ÀÏ"," ±â±âº¯°æ ¹¹³Äµµ´ëÃ¼ ¿å³ª¿À³× ¾Æ´ÏÇÏ·ç¿¡ÇÑ¹ø¾¿ ±â±âº¯°æÇØÁà¾ßµÇ³Ä? ÁÖ¹Îµî·ÏÁõ Âï´Â°Íµµ ´õ·´°Ô¾ÈÂïÇô¼­ºýÄ¡´Âµ¥ ¿ÖÀÚ²Ù ÇÑµÎ¹øµµ¾Æ´Ï°í ·Î±×¾Æ¿ôµÇ¼­±â±âº¯°æÇÏ¶ó°íÇÏ³Ä°í¿ä",1
"8186","Á¶¿µ±Ù","2019³â 1¿ù 20ÀÏ"," ¿À·ù½ÉÇÔ",4
"8187","eunji lee","2019³â 1¿ù 20ÀÏ"," Æí¸®ÇÏ°Ô.Àß »ç¿ëÇÏ°í ÀÖ½À´Ï´Ù ÀÌ¹ø¿¡ ¸ðÀÓÅëÀå1°³¸¦ °³¼³ÇÏ°í ÇÏ³ª´õ ¸¸µé·ÁÇÏ´Ï 20ÀÏÀÌ ÀÚ³ª¾ß ÇÑ´Ù´Â ¹®±¸°¡ ¶¸½À´Ï´Ù.. ´ç¿¬È÷..ÆòÀÏÁÖ¸»Æ÷ÇÔÀÎÁÙ¾Ë¾Ò´Âµ¥.. ¾È¸¸µé¾îÁ®¼­ »ï´ã¿øÅëÈ­ÇÏ´Ï.. ÆòÀÏ±âÁØ 20ÀÏÀÌ´õ±º¿ä.. ±× ¾Ë¸²¹®±¸¿¡ .. ÆòÀÏ.. ÀÌ¶õ ¸»¸¸ µé¾î°¡µµ ¾Ë¼ö ÀÖÀ»°Í °°Àºµ¥¿ä.. ¼öÁ¤ÀÌ µÉ ¼ö ÀÖÀ½ ÁÁ°Ú³×¿ä...",4
"8188","¸ÞÅ¸¸ù¸ù","2019³â 1¿ù 20ÀÏ"," °èÁÂ¸¦ °³¼³ÇÏ°í Ä«µå ¹ß±ÞÀ» ½ÅÃ»Çß´Âµ¥ ‘pÀÏ ÀÌ³»¿¡ ¿Â´Ù°í¸¸ ÇÏ°í ¾îµðÂëÀÎÁö ¾ðÁ¦¿À´ÂÁö ‘p½Ã¿¡ ¿À´ÂÁö ¿¹Á¤À» ÀüÇô ¾Ë¼ö¾ø¾î¼­ º»ÀÎÀÌ Áý¿¡ ¾ø¾î ±ÞÇÏ°Ô °¡Á·¿¡°Ô ´ë¸®¼ö·ÉÀ» ºÎÅ¹Çß½À´Ï´Ù ¹ß±Þ ½ÅÃ»ÇÒ¶§ ¼ö·É °¡´É ½Ã°£´ëµµ ¼³Á¤ÀÌ ºÒ°¡´ÉÇß°í Ãâ±ÙÁß¿¡ ´ëÁß±³ÅëÀ¸·Î ÀÌµ¿ÇÏ¸ç Àá±ñ ÅëÈ­ ÁßÀÌ¿´´Âµ¥ ¹è¼Û±â»ç·Î ÃßÁ¤µÇ´Â ºÎÀçÁß ÀüÈ­°¡ 1°Ç ¿Í¼­ ´©±¸½Ã³Ä ¹®ÀÚ·Î ¹°¾îµµ ´äÀÌ ¾øÀ¸¼ÌÀ½¿¡µµ ´ë¸®¼ö·ÉÇÑ °¡Á·¿¡°Ô´Â Á¦°¡ ±â»ç´Ô ÀüÈ­¸¦ ‘p¹øÀÌ°í ¹ÞÁú ¾Ê¾Æ ´ë¸®¼ö·ÉÀ» ºÎÅ¹ÇÑ´Ù°í ¸»¾¸ÇÏ¼Å¼­ ¹Ù»Û ¿ù¿äÀÏ ¾ÆÄ§ 9½Ã¿¡ °ï¶õÇß½À´Ï´Ù",1
"8189","Google »ç¿ëÀÚ","2019³â 1¿ù 19ÀÏ"," ¹Ì¼º³âÀÚ´Â »ç¿ëÀÌ ºÒ°¡ÇÑ°¡¿ä?",1
"8190","³ëÀ±ÅÂ","2019³â 1¿ù 19ÀÏ"," ÆíÇØŸD--¤»¤»¤»¤»¤»¤»¤»",5
"8191","countryboy-diary","2019³â 1¿ù 19ÀÏ"," ÆíÇÏ´Ù ÇØ¼­ ÇÔ½á º¼¶ó°í Çß´õ¸¸, ¾û¸ÁÀÌ³×, ½ÅºÐÁõ »çÁø ÀÎÁõÀÌ ¹è°æ¿Å±â°í À§Ä¡ ¿Å±â°í, È¸»ç Áý, ´Ù¿Å°Ü¼­ ÇØºÁµµ ¾ÈµÇ³×, ±×Áö °°³×, ±¸·Á¿ä~ ´Ù¿î ¹ÞÁö ¸¶¼¼¿ä, ¾²´ø Åä½º ¾²°í ¸»Áö ¿ø;;",1
"8192","Js Park","2019³â 1¿ù 18ÀÏ"," ½Å¿ëÁ¤º¸¸¸ »©°¡°í Ä³½Ã´Â ¾È ÁÜ",1
"8193","fs","2019³â 1¿ù 18ÀÏ"," Ä«Ä«¿ÀÄ³½¬ ÁØ´Ù°íÇØ¼­ ¾²Áöµµ ¾Ê´Â ¹ðÅ©±ò¾Æ¼­ ½Å¿ëÁ¶È¸ Çß´Âµ¥ Ä³½¬°¡ ¾Èµé¾î¿Ô½À´Ï´Ù. ÆäÀÌÁö¸¦ ÅëÇØ ÀÎÅÍ³ÝÀ¸·Î µé¾î°£ ´ÙÀ½, ¾ÛÀÌ ¾øÀ¸´Ï ÇÃ·¹ÀÌ½ºÅä¾î·Î ÀÌµ¿ÇØ¼­ ¾îÇÃÀ» ±ò°í, ¹Ù·Î ¾îÇÃ·Î µé¾î°¡¼­ ½Å¿ëÁ¶È¸¸¦ ÇÑ »óÈ²ÀÌ¾ú½À´Ï´Ù. Ä³½¬°¡ ¾Èµé¾î¿À´Ï ÀÌ»óÇØ¼­ Ä«Ä«¿ÀÆäÀÌÁö¿¡ µé¾î°£ ÈÄ Ä³½¬ ¹Þ±â¸¦ Å¬¸¯ÇØº¸´Ï ÀÌ¹Ì ½Å¿ëÁ¶È¸ÇÑ È¸¿øÀº Ä³½¬Áö±Þ´ë»óÀÌ ¾Æ´Ï¶ó´Â ¸Þ½ÃÁö¸¸ ¶ß³×¿ä? ¾î¶±ÇØ¾ßÇÏ³ª¿ä",1
"8194","²ÙÀ×","2019³â 1¿ù 18ÀÏ"," ÁÁ¾Æ¾î¢½¢½¢½",5
"8195","Google »ç¿ëÀÚ","2019³â 1¿ù 18ÀÏ"," ÆíÇØ¼­ÁÁ¾Æ¿©",5
"8196","Google »ç¿ëÀÚ","2019³â 1¿ù 17ÀÏ"," º»ÀÎÈ®ÀÎÀÌ ¿Ö¾ÈµÇÁÒ?",1
"8197","º¼¸µ²Þ³ª¹«","2019³â 1¿ù 17ÀÏ"," ÀÌ°Å ¸¸14¼¼ ÀÌ»óºÎÅÍ´Â Ã¼Å©Ä«µå ¸¸µé ¼ö ÀÖ°Ô ÇØÁÖ¼¼¿ä. º¸Åë Ã¼Å©Ä«µå¸¸µé ¶§ ¸¸14¼¼ ÀÌ»óÀÌ¸é ¸¸µé ¼ö ÀÖ´Âµ¥ Ä«Ä«¿À¹ðÅ©´Â ¿Ö ¸¸17¼¼ ÀÌ»óºÎÅÍ ¸¸µé ¼ö ÀÖ³ª¿ä? ±×¸®°í Ä«Ä«¿À ÇÁ·»Áî Ä³¸¯ÅÍ´Â ¸¸14¼¼ ÀÌ»óÀÌ ´õ °ü½ÉÀÌ ¸¹¾Æ ´õ ¸¹ÀÌ ¸¸µé°Çµ¥ ¿Ö ±»ÀÌ ¸¸17¼¼ ÀÌ»óºÎÅÍ ÀÎ°¡¿ä? ±×´Ï±î ÃÖ´ëÇÑ »¡¸® ¸¸14¼¼ ÀÌ»óºÎÅÍ ¸¸µé ¼ö ÀÖµµ·Ï ÇØÁÖ¼¼¿ä",5
"8198","Google »ç¿ëÀÚ","2019³â 1¿ù 17ÀÏ"," Á¦°¡ ÀÌ ¾Û¿¡¼­ ¸¸µç Ä«µå°¡ ÀÖ´Âµ¥ Á¦°¡ ³ªÀÌ°¡ ¾î·Á¼­ ¾ö¸¶ ¸íÀÇ?·Î Çß½À´Ï´Ù. Á¦ Æù¿¡µµ Ä«µå¿¡ ¾ó¸¶ ÀÖ´ÂÁö µîµî ¾Ë±â À§ÇØ ÀÌ ¾ÛÀ» ±ò°í ÀÌ¹Ì °èÁÂ°¡ ÀÖÀ¸´Ï ¾ö¸¶ ÀüÈ­¹øÈ£,ÀÌ¸§,»ýÀÏ,ÁÖ¹Îµî·Ï¹øÈ£ µî Ä¡°í ÇÏ¸é µÇ´ÂÁÙ ¾Ë°í ±×·¸°Ô ÇÏ·Á°í ÇØ¼­ ÀÌ¸§,ÀÌ¿ë¾à°üµ¿ÀÇ,Åë½Å»ç ´Ù ÃÆ´Âµ¥ ÀüÈ­¹øÈ£ Ä¡´Â °÷¿¡ ÀÚ²Ù Á¦ ÀüÈ­¹øÈ£°¡ ¶°Á®ÀÖ°í ±×°É Áö¿ö¼­ (¾ö¸¶ ÀüÈ­¹øÈ£·Î ÇØ¾ß µÇ´Ï±î) ÇÏ·Á°í Çß´Âµ¥ ¾È Áö¿öÁ®¿ä¤Ð¤Ð",1
"8199","º°¾È°³","2019³â 1¿ù 17ÀÏ"," Àû±Ý ¸¸±â ¾Ë¸² »õº®6½Ã¿¡ ¿À³×¿ä. »ç¶÷¸¶´Ù »ýÈ° »çÀÌÅ¬ÀÌ ÀÖ´Âµ¥ ³Ê¹«ÇÏ³×¿ä.¼³Á¤¿¡ µé¾î°¡´Ï ½Ã°£¿¡ ´ëÇÑ°ÍÀº Á¶ÀýÇÒ¼ö¾ø±º¿ä. ¼öÁ¤¹Ù¶ø´Ï´Ù",1
"8200","Google »ç¿ëÀÚ","2019³â 1¿ù 17ÀÏ"," ¿ÏÀü ÁÁ°í ÆíÇÔ ¸¸Á· 100%",5
"8201","¼ÕÀ¯Áø","2019³â 1¿ù 16ÀÏ"," °èÁÂ¸¦ ¿ëµµº°·Î ¿©·¯°³ °³¼³Çß½À´Ï´Ù ±×·±µ¥ °èÁÂ ¼ø¼­¸¦ º¯°æÇÏ°í ½ÍÀºµ¥ ¼³Á¤ ¸Þ´º¿¡ ±×·± ±â´ÉÀÌ ¾ø³×¿ä ÀÚÁÖ ¾²´Â °èÁÂ ¼øÀ¸·Î Á¤·ÄÇÒ ¼ö ÀÖµµ·Ï °³¼± ¿äÃ»µå·Á¿ä",4
"8202","ÇìÇò","2019³â 1¿ù 16ÀÏ"," Àç¹Õ´Â°Ô Á¤¸» ¸¹¾Æ ÁÁ¾Æ¿ä!",5
"8203","Google »ç¿ëÀÚ","2019³â 1¿ù 16ÀÏ"," ¼ö¼ö·á ¾ø¾î¼­ ÁÁÄ¡¸¸ Æí¸®ÇÏ°í °£´ÜÇÏ°Ô ÇÏ°ÔµÇ¾î ³Ê¹«ÁÁ¾Æ¿ä Ä£Ã´µé¿¡°Ô ÃßÃµÇÏ¿´½À´Ï´Ù",4
"8204","Google »ç¿ëÀÚ","2019³â 1¿ù 15ÀÏ"," ¹Ì¼º³âÀÚ´Â ¸ø¸¸µå³ª¿ä??",3
"8205","ÇÑ¿ï¼Ò¿ïÆÄÆÄ","2019³â 1¿ù 15ÀÏ"," ÃÖ°í´Ù Ä«¹ðÀº ÀºÇàÁß¿¡ °©",5
"8206","Google »ç¿ëÀÚ","2019³â 1¿ù 15ÀÏ"," ºü¸¥¼Û±Ý ±Â",5
"8207","¼ö¹Ú","2019³â 1¿ù 15ÀÏ"," ³Ê¹« ÆíÇÏ°í ÁÁ¾Æ¿ä!",5
"8208","±Ö¼·ÀÌ gyulseop","2019³â 1¿ù 15ÀÏ"," ¸ÞÅ©·Îµ¹¸®ÁöÁ» ¸¶½Ã°í Á¦´ë·Î Á¡°ËÁ» ÇÏ¼¼¿ä¤»¤» ´Ùµé °èÁÂ°³¼³ÇÏ·Á°í ÁÖ¹Î¹øÈ£ ÀÎÁõÇÏ·Á´Âµ¥ ¾ÈµÈ´Ù°íÇÏ´Âµ¥ ¸ÞÅ©·Î¸¸ ¿ÀÁö°Ô µ¹·Á»ß³×¤»¤»¤»¤»¤» »ç¶÷ÀÌ ÅÂ¾î³ª¼­ Ã³À½À¸·Î ÁÖ¹Î¹øÈ£ ÀÔ·ÂÇØº¾´Ï±î??Á¦ÀÌ¸§ Á¦ÁÖ¹Î¹øÈ£ Á¤È®ÇÏ°Ô ÀÔ·ÂÇß°í ¿©ÅÂ²¨Áö ÀÌ¹øÈ£ ÀÌÀÌ¸§À¸·Î Àß ÀÎÁõÇØ¿Ô´Âµ¥ ¹» ´Ù½ÃÈ®ÀÎÇÏ¶ó´Â°ÇÁö ÀÇ¹®ÀÌ³×¿ä¤»¤»¤»",1
"8209","¹Î","2019³â 1¿ù 14ÀÏ"," ±²ÀåÈ÷ ÆíÇÏ°í Ä«¹ð¾²´Ï±î ´Ù¸¥ÀºÇà¸ø¾²°Ú¾î¿©... Æ¯È÷.. ÆíÀÇÁ¡atm¹«·áÃâ±Ý.. Â¯ÀÌ¾ß..",5
"8210","Á¶¹Ù·Î","2019³â 1¿ù 14ÀÏ"," ¿Ü±¹ÀÎµµ Á» »ç¿ë °¡´ÂÇÏ°Ô ÇØÁÖ¼¼¿ä!! ¤Ð¤Ð",1
"8211","Google »ç¿ëÀÚ","2019³â 1¿ù 14ÀÏ"," ÁÁ±äÇÑµ¥ ºñ¹øÀÌ ³Ê¹« ¸¹À½ ½ÉºÐ•Š»õÁøµµ ÇÑµÎ¹øÀÌÁö ¼ÖÁ÷È÷ Á» ¹ø°Å·Î¿ò ¾Æ¹«´ë¼­³ª µ·µµ ¸ø»Ì°í",3
"8212","ÀÌ¼ºÁØ","2019³â 1¿ù 14ÀÏ"," ¿¹Àü¿¡ ¾²´ø ³ëÆ®4¿¡¼­ ±â±âº¯°æÀ» Çß´Âµ¥ ½ÅºÐÁõ ÃÔ¿µÀÎ½Ä ¿À·ù°¡ °è¼Ó ³ª³×¿ä ÀÜ°í´Â ÁÖ·Î ¼¼ÀÌÇÁ¹Ú½º¿¡ ³Ö¾îµÎ°í ÇÊ¿äÇÑ¸¸Å­¸¸ Ãâ±ÝÇØ¼­ »ç¿ëÇÏ´Âµ¥ ÅëÀåÀÜ°í´Â ºñ¾îÀÖ°í ÀÌ·±»óÈ²ÀÌ ¿Í¼­ ¸Å¿ì ³­°¨ÇØ¿ä ¤Ð¤Ð °í°´¼¾ÅÍ¿¡ ¿¬¶ôÇØº¸´Ï ¿îÀü¸éÇãÁõÀº ¹«Á¶°Ç ÇÏ·ç¸¦ ±â´Ù·Á¾ß ÇÑ´Ù´Âµ¥ ³Ê¹« ºÒÆíÇÕ´Ï´Ù",1
"8213","±è¿µÈ£","2019³â 1¿ù 14ÀÏ"," Ä«Ä«¿ÀÆäÀÌÁö ÀÌº¥Æ® ¸¶°¨ ½Å¿ëµî±Þ Æò°¡ÇØµµ Áö±Þ¾øÀ½ ½´¹ã",1
"8214","°­¹Ì¼ö","2019³â 1¿ù 14ÀÏ"," ³×Æ®¿öÅ© ¿¬°áÀÌ ¾ÈµÈ´Ù¸é¼­ µé¾î°¡ÁöÁö¾Ê¾Æ¿ä ¤Ð¤Ð",1
"8215","ÃÖÀ±Áö","2019³â 1¿ù 13ÀÏ"," »ç¿ëµµ Æí¸®ÇÏ°í, Ä³½Ã¹éµµ À¯¿ëÇØ¿ä. Æ¯È÷ Å¸ÀºÇàº¸´Ù ¿¹,Àû±ÝÀÌÀÚ°¡ ³ô¾Æ¼­ ÁøÂ¥ ÁÁ¾Æ¿ä! ±âÁØ±Ý¸® ¿À¸£ÀÚ¸¶ÀÚ ¹Ù·Î µü! Àû¿ëµÈ ÀºÇàÀº Ä«¹ðÀÌ¾ú¾î¿ä. ¿ÀÇÁ¶óÀÎÀºÇàÀÌ ¾ø¾î Ã³À½¿£ ÀÇ½Éµµ µÇ°í ¿ì·Áµµ ÀÖ¾ú´Âµ¥, ÀÌÁ¨ ÁÖº¯¿¡ ¾È¾²°í °è½ÅºÐµé¿¡°Ô ÃßÃµÇØ¼­ ¸¹ÀÌ °³¼³ÇÏ¼Ì¾î¿ä. ¼ö¼ö·á ¾ø´Â °Íµµ ¾öÃ» Å« ¸Å¸®Æ®¿©¼­ ¹«·á¼ö¼ö·á´Â °è¼Ó ÀÌ¾îÁ³À¸¸é ÁÁ°Ú³×¿ä ¾ÕÀ¸·Îµµ ÁÁÀº ÇýÅÃ °è¼Ó ÀÌ¾îÁö¸é ÁÁ°Ú¾î¿ä.",5
"8216","SJÁ¤¹Î¼º","2019³â 1¿ù 13ÀÏ"," ¾Û »èÁ¦ÇÏ°í ´Ù½Ã ±ò¾Ò´Â µ¥ ´Ù½Ã ½ÅºÐÁõ Á¦ÃâÇÏ¶ó³×¿ä.. ÀÌ·± Á¡Àº Á» ºÒÆíÇÏ³×¿ä.. ¼öÁ¤ÇØÁÖ¼¼¿ä..",1
"8217","¹°Áö","2019³â 1¿ù 13ÀÏ"," Æí¸®ÇÏ°í ÁÁ¾Æ¿ä! ¾ÆÁÖ Àß ¾²°í ÀÖ¾î¿ä!",5
"8218","±è¼®°æ","2019³â 1¿ù 13ÀÏ"," Ã¼Å©Ä«µå¿Í ÇÔ²² ¾²´Âµ¥ °áÁ¦.¼Û±Ý Æí¸®ÇÏ°í Æ÷ÀÎÆ® Ä³½Ã¹é ÁÁÀ½.",5
"8219","Lay Kim","2019³â 1¿ù 13ÀÏ"," ÅëÀå ¼û±è Á¤·Ä ÇÒ ¼ö ÀÖ´Â ±â´ÉÀÌ ÇÊ¿äÇÕ´Ï´Ù",4
"8220","hyunho kim","2019³â 1¿ù 12ÀÏ"," ÆíÇÏ°íÁÁ¾Æ¿ä",5
"8221","Google »ç¿ëÀÚ","2019³â 1¿ù 11ÀÏ"," ÀÌÀÚ°¡Á»³·¾ÒÀ½ÇØ¿ä",5
"8222","À±ˆ«È£","2019³â 1¿ù 11ÀÏ"," ÆíÇØ¿ä",5
"8223","Google »ç¿ëÀÚ","2019³â 1¿ù 11ÀÏ"," ½ÅºÐÁõ »çÁøÂï´Â°Ô¿ÖÀÌ·µ°Ô¿À·¡°É¸®°í ¾ÈµÇ´Â°ÇÁö¿ä",5
"8224","¹Ú¼Ò¼º","2019³â 1¿ù 11ÀÏ"," °èÁÂ °³¼³ÇÒ·Á´Âµ¥ ¿Ö ½Ç¸íÁ¤º¸ È®ÀÎÀÌ ¾ÈµÅÁÒ? ºÐ¸í ÀÌ¸§°ú ÁÖ¹Îµî·Ï¹øÈ£ ¸Â´Âµ¥ ³¡±îÁö ¾Æ´Ï¶ó°í ¾ÈµÅ³×¿ä",1
"8225","Google »ç¿ëÀÚ","2019³â 1¿ù 11ÀÏ"," ÀÌÃ¼ÇÒ ¶§ ¾ø¾î¼­ ¼ö¼ö·á ¾ø´Â °Å Á¤¸» ÁÁ¾Æ¿ä! ÀÌ°Í ¿Ü¿¡µµ Å¸ÀºÇà¼­ºñ½º¿Í ºñ±³µÇ´Â Ä«Ä«¿À¹ðÅ©¿¡ ¿©·¯ ÀåÁ¡µéÀÌ ¸¹¾Æ¼­ Àß ÀÌ¿ë ÁßÀÔ´Ï´Ù! ÀÌ¹ø ³âµµ¿¡´Â Ä«Ä«¿À¹ðÅ© °¡°èºÎ »ý±â±æ ¹Ù¶ø´Ï´Ù¤ÐÁ¦¹ß¤Ì¤Ð¤Ð",5
"8226","Jk","2019³â 1¿ù 10ÀÏ"," Ä«Ä«¿ÀÆäÀÌÁö Ä³½Ã ¾ÈÁÜ",1
"8227","Adella K","2019³â 1¿ù 10ÀÏ"," Ä«Ä«¿ÀÄ³½¬ ¾ÈÁÜ. ³¬¿´À½¤Ñ¤ÑÀºÇà¿¡¼­µµ ¾ÈÇÏ´ø ½Å¿ëµî±Þ Ã³À½À¸·Î Á¶È¸Çß°Ç¸¸¤Ñ¤Ñ",1
"8228","Google »ç¿ëÀÚ","2019³â 1¿ù 10ÀÏ"," Âü ÁÁ°í Æí¸®ÇÏ³×¿ä~^^",4
"8229","º´Á¡ ÀÓ¸¶´©¿¤±³È¸","2019³â 1¿ù 10ÀÏ"," Ä«¹ðÀ» Å¸ÀºÇà°ú ºñ±³ÇØ º°·ÎÀÔ´Ï´Ù... ³ªÀº Á¡À» º°·Î Ã£Áö ¸øÇß½À´Ï´Ù. ½ÃÁßÀºÇàº¸´Ù ³ªÀº Á¡ÀÌ ¹º°¡¿ä??",1
"8230","Google »ç¿ëÀÚ","2019³â 1¿ù 10ÀÏ"," Ä«¹ð Ä³³ª´Ù »ì¶§ µµ¿ò ¸¹ÀÌ ¹Þ¾Ò¾î¿ä ¶¯Å¥",5
"8231","¹è¹Î¿ì","2019³â 1¿ù 9ÀÏ"," ¼ÖÁ÷È÷ ÃÖ°í",5
